train_lr,train_loss,test_loss,test_acc1,test_acc5,epoch,n_parameters
9.999999999999754e-07,6.924313082540635,6.909717429767955,0.13400000535964965,0.756000007982254,0,7161832
9.999999999999754e-07,6.913510392466895,6.898465351624922,0.18200000494480134,0.9220000049114228,1,7161832
0.00015080000000000475,6.795099019432525,6.183555099097165,2.536000004425049,8.834000059661864,2,7161832
0.0003005999999999948,6.498188825105306,5.475015526468104,7.078000065689087,19.614000135803224,3,7161832
0.00045039999999999154,6.284237710263231,4.942425809123299,11.892000137634277,28.816000252075195,4,7161832
0.0006002000000000233,6.087371815594552,4.432581305503845,17.824000273742676,38.84600031433106,5,7161832
0.0007494929278591741,5.90391039519573,3.984541868621653,22.9980000982666,46.82000045410156,6,7161832
0.0007492698895184672,5.714778825533476,3.632847544821826,28.162000169677736,53.428000338134765,7,7161832
0.0007490063565730677,5.566473573374806,3.388667271895842,32.118000401306155,58.24000041503906,8,7161832
0.0007487023579223094,5.4451217988698035,3.1499462696638973,35.516000490722654,62.066000534057615,9,7161832
0.0007483579269031313,5.32626373419087,2.998417989774184,38.12400047119141,64.91200074584961,10,7161832
0.0007479731012862688,5.237865554628899,2.8904604478315874,40.28400040588379,67.13600097412109,11,7161832
0.0007475479232721409,5.1659805174354165,2.7354125922376458,42.51000034729004,69.05000044433594,12,7161832
0.0007470824394863807,5.122023600968811,2.646500116044825,43.558000326538085,70.45400067993164,13,7161832
0.0007465767009744428,5.05417865078798,2.5636275871233507,45.420000356445314,71.90000079833985,14,7161832
0.0007460307631963272,4.990513251053629,2.4676527164199134,47.02400047424317,73.35800106811523,15,7161832
0.0007454446860202193,4.932412616569075,2.4595579234036533,47.26600038208008,73.64800073242188,16,7161832
0.000744818533716081,4.87963066119656,2.3709347383542494,49.27400032226563,75.07600105590821,17,7161832
0.0007441523749486036,4.855326087783567,2.30262214216319,50.30200044311523,76.19200078735352,18,7161832
0.0007434462827695877,4.816159231056698,2.252080884846774,51.31200045959473,76.9480011743164,19,7161832
0.0007427003346100341,4.728978422548559,2.193439157171683,52.13600028869629,77.71400096679687,20,7161832
0.0007419146122715082,4.7052615637258945,2.152833258563822,53.34400014892578,78.57200087890625,21,7161832
0.0007410892019173102,4.671663385143669,2.1150823045860636,53.778000272216794,78.92600119018554,22,7161832
0.0007402241940630592,4.65238575283572,2.083232501691038,54.37000036682129,79.39000127563476,23,7161832
0.0007393196835665543,4.625224679565544,2.007161423563957,55.582000310668946,80.44600092529296,24,7161832
0.0007383757696175708,4.598677780488126,2.0365458117289976,55.064000348510746,80.14400084472656,25,7161832
0.0007373925557269543,4.581988388257061,1.9662604250691154,56.272000564575194,81.06400069091796,26,7161832
0.0007363701497151528,4.55472295633037,1.9274007935415616,56.85200025024414,81.45400072021485,27,7161832
0.0007353086637004609,4.543039832112314,2.095134274526076,56.438000388183596,81.13000089599609,28,7161832
0.0007342082140868721,4.5082682819961075,1.9336495074358853,57.33800039001465,81.94200044921875,29,7161832
0.00073306892155101,4.501537666546641,1.90191951258616,57.64400036621094,82.03800135253907,30,7161832
0.0007318909110292092,4.4674001863534505,1.8974572108550505,58.08200055053711,82.53800092285157,31,7161832
0.0007306743117035525,4.444240364453775,1.841412510384213,58.68200064147949,82.91400081420899,32,7161832
0.0007294192569878602,4.4335696214823415,1.8549552803689784,58.91000045776367,83.01600090698243,33,7161832
0.0007281258845130802,4.4087846959523445,1.81978686560284,59.19200037231445,83.44600095703125,34,7161832
