train_lr,train_loss,test_loss,test_acc1,test_acc5,epoch,n_parameters
9.999999999999754e-07,6.92431080527157,6.9097103530710395,0.13400000535964965,0.7400000109958649,0,7161832
9.999999999999754e-07,6.913512498926488,6.898375966332176,0.1840000040102005,0.9260000047588348,1,7161832
0.00015080000000000475,6.814756984047467,6.2748876430771565,2.058000016860962,7.390000004959107,2,7161832
0.0003005999999999948,6.520247876358261,5.480169144543734,7.220000021362305,19.950000227355957,3,7161832
0.00045039999999999154,6.280309868087586,4.893946815620769,12.414000083923339,29.78200021270752,4,7161832
0.0006002000000000233,6.075159796993796,4.408922103318301,18.278000217285157,39.38800034423828,5,7161832
0.0007494929278591741,5.901296317005615,3.998475654558702,23.04000012359619,46.67400051696777,6,7161832
0.0007492698895184672,5.725361853909435,3.6709030351855536,27.682000273742677,52.984000385131836,7,7161832
0.0007490063565730677,5.586920356721901,3.4055530618537557,31.946000339050293,57.82200051574707,8,7161832
0.0007487023579223094,5.471996185019147,3.222258911891417,34.28000054779053,60.64400048583985,9,7161832
0.0007483579269031313,5.3605774713934755,3.069828908551823,36.95400041809082,63.138000650634766,10,7161832
0.0007479731012862688,5.279765640088408,2.954121470451355,38.958000354614256,65.6680009741211,11,7161832
0.0007475479232721409,5.210814081507621,2.8083036189729516,41.304000430297855,67.82200048583984,12,7161832
0.0007470824394863807,5.168830699700532,2.730046738277782,42.32600028869629,69.03400071777344,13,7161832
0.0007465767009744428,5.104467694707911,2.6611907373775137,43.76000049072265,70.77400058959961,14,7161832
0.0007460307631963272,5.043663092082639,2.5848309126767246,44.97000032470703,71.31200080932618,15,7161832
0.0007454446860202193,4.987767468324954,2.5303774855353613,46.096000286865234,72.59800129394532,16,7161832
0.000744818533716081,4.937382828703315,2.4588615623387424,47.742000470581054,73.9220012512207,17,7161832
0.0007441523749486036,4.910258475825083,2.3722818683494222,49.09200019592285,74.84200087402344,18,7161832
0.0007434462827695877,4.873028592597381,2.3481474193659695,49.67800036621094,75.52200106689453,19,7161832
0.0007427003346100341,4.788024492401013,2.272519970482046,50.56600062866211,76.28400083251952,20,7161832
0.0007419146122715082,4.7621937549943265,2.2448798363859,51.65000053100586,77.05200098388671,21,7161832
0.0007410892019173102,4.7277178887983595,2.188386315649206,52.168000426025394,77.92400122436523,22,7161832
0.0007402241940630592,4.706423214228034,2.146533776413311,52.9720003540039,78.54200072021484,23,7161832
0.0007393196835665543,4.6792462012178895,2.0854164985093204,54.226000532226564,79.27800065917968,24,7161832
0.0007383757696175708,4.653460467676465,2.1210770336064426,53.89800020690918,78.83800128051757,25,7161832
0.0007373925557269543,4.634420117028325,2.0209370255470276,55.382000413208004,80.3480007800293,26,7161832
0.0007363701497151528,4.607664428383327,2.0076147751374678,55.468000341186524,80.54400054199219,27,7161832
0.0007353086637004609,4.596272636374695,2.120911618525332,55.282000560302734,80.15400125732423,28,7161832
0.0007342082140868721,4.560577710755437,1.987404770471833,56.35000029724121,80.87200080810547,29,7161832
0.00073306892155101,4.554363428331394,1.9796343635429035,56.67000035095215,81.12400063354492,30,7161832
0.0007318909110292092,4.519968481586991,1.9716367342255332,56.972000346679685,81.42600087036134,31,7161832
0.0007306743117035525,4.496648657164699,1.889790491624312,57.504000582885745,82.06600098999023,32,7161832
0.0007294192569878602,4.484826225599797,1.921964635903185,57.83000060852051,82.19000083007812,33,7161832
0.0007281258845130802,4.456453903473252,1.8691786974668503,58.54400022766113,82.67000087036133,34,7161832
0.0007267943361120021,4.437814976743085,1.9103532176126132,58.60600036071777,82.75600102661133,35,7161832
0.0007254247578039743,4.434376834965438,1.8778903403065421,58.44400046447754,83.07800141479493,36,7161832
0.0007240172997786631,4.422939139304401,1.8868135782805355,58.73000054321289,82.71400127685547,37,7161832
0.0007225721163797114,4.400456400655156,1.8697712868452072,58.37600040100098,82.91400077148438,38,7161832
0.000721089366087748,4.4027731654455335,1.826559301127087,59.226000426025394,83.18600099853515,39,7161832
0.0007195692115030872,4.375828906071844,1.8381530398672277,59.54800052490234,83.41800059692383,40,7161832
0.000718011819327741,4.367267039182375,1.8090391538359902,59.85600054382324,84.00200049560547,41,7161832
0.0007164173603474077,4.362748765402275,1.807286425070329,60.06800020812988,83.74000128417968,42,7161832
0.0007147860094124188,4.341802860692822,1.772587763992223,60.38600023681641,84.08000105224609,43,7161832
0.0007131179454188045,4.3412467010444304,1.7680871744047513,59.94000036010742,83.9180010583496,44,7161832
0.000711413351288584,4.319152262571047,1.7853953716429798,60.504000229492185,84.31400115844727,45,7161832
0.0007096724139497019,4.32384082546337,1.7504186548969962,60.44000050048828,84.13400078247071,46,7161832
0.0007078953243155692,4.296769481983116,1.7091239311478355,60.70800055847168,84.54000098388671,47,7161832
0.0007060822772640574,4.296857969509326,1.8146220689470118,60.568000673217774,84.09000092529297,48,7161832
0.0007042334716162248,4.311491273861709,1.7201623930172487,61.00400045593262,84.77400051513672,49,7161832
0.0007023491101144807,4.3012699278996145,1.72428367219188,60.71800027770996,84.33000098999024,50,7161832
0.0007004293994002537,4.264583143541853,1.7333826639435508,61.48200042785645,84.95400079833985,51,7161832
0.0006984745499914632,4.2759747629543,1.6824477816169912,62.00200050537109,85.03800063842773,52,7161832
0.0006964847762593874,4.254823663323331,1.6627637351101094,62.08200052185059,85.5840005444336,53,7161832
0.0006944602964051633,4.246337110690361,1.6945223713463002,62.228000446166995,85.27400088867188,54,7161832
0.0006924013324357386,4.230969343182566,1.6733875437216326,62.26800039550781,85.43400095581055,55,7161832
0.0006903081101397987,4.247847649619448,1.698715703053908,61.94200063659668,85.21000131469727,56,7161832
0.0006881808590627323,4.228078306078625,1.7071902467445894,62.1780003515625,85.63000081176757,57,7161832
0.0006860198124816012,4.21923491001415,1.6743866841901431,62.57600006164551,85.7380007055664,58,7161832
