train_lr,train_loss,test_loss,test_acc1,test_acc5,epoch,n_parameters
9.999999999999754e-07,6.924312626715187,6.909766159274361,0.1360000054550171,0.7600000114345551,0,7161832
9.999999999999754e-07,6.913509501970643,6.89839474179528,0.18600000462055205,0.9360000054073334,1,7161832
0.00015080000000000475,6.799605302530513,6.211705121127042,2.374000016069412,8.250000041656493,2,7161832
0.0003005999999999948,6.503410601072746,5.457441904328086,7.232000047454834,20.096000209655763,3,7161832
0.00045039999999999154,6.2878082939189115,4.941009077158841,11.922000131988526,28.992000123901366,4,7161832
0.0006002000000000233,6.1049064569336045,4.471303511749614,17.322000209960937,38.2180003112793,5,7161832
0.0007494929278591741,5.925566827650551,4.048262449828061,22.334000225219725,45.3760003326416,6,7161832
0.0007492698895184672,5.730725184476061,3.6814846260981127,27.426000217895506,52.30000051147461,7,7161832
0.0007490063565730677,5.579870395094371,3.413498642769727,31.61800037780762,57.64000068237305,8,7161832
0.0007487023579223094,5.457205641040985,3.186233840205453,34.99000051147461,61.44600046264648,9,7161832
0.0007483579269031313,5.3405179783022945,3.0262884118340234,37.46000035705566,64.20400079467774,10,7161832
0.0007479731012862688,5.253543049883214,2.9195876636288385,39.72400059997559,66.59200106567383,11,7161832
0.0007475479232721409,5.183211141495968,2.757780920375477,42.38200041442871,68.64000068115234,12,7161832
0.0007470824394863807,5.13981148879305,2.6701890148899774,43.53600064819336,69.99200089111328,13,7161832
0.0007465767009744428,5.0735838344628865,2.5967295224016365,44.99800017028809,71.56600124145508,14,7161832
0.0007460307631963272,5.0152703518633075,2.523065212098035,46.1100004498291,72.41800114746094,15,7161832
0.0007454446860202193,4.96499282536175,2.480216923085126,46.97800030944824,73.32800100952149,16,7161832
0.000744818533716081,4.917632043933411,2.4191246276552025,48.224000302734375,74.1500005822754,17,7161832
0.0007441523749486036,4.896946183926196,2.364756952632557,49.25200044250488,74.9840003894043,18,7161832
0.0007434462827695877,4.860962178281171,2.3370328816500576,49.97400038330078,75.84400105590821,19,7161832
0.0007427003346100341,4.777740494881888,2.2570597014643927,50.98000038513184,76.70000094726562,20,7161832
